ID,Status,Priority,Phase,Title,Description,Files,Dependencies,Acceptance Criteria,Notes
H5,Pending,High,Website,Website pages + assets,"Author the public/ pages (hub browse, per-command, per-package, home, downloads, 404) as classless e-* markup, plus public/css/site.css from the design tokens, public/js/app.js (single Alpine entry + delegated handlers), HTMX-driven hub search/sort/paging via hx-get partials with Alpine owning residual client state, and public/data/*.json.",website/public/**; website/public/css/site.css; website/public/js/app.js,H4,"Every page validates as classless (no class= or style=); tokens match the design :root; /hub, /commands/{slug} and /packages/{cli} render expanded HTML; hub search/sort/paging swap via HTMX partials with server-rendered fallback; sitemap.xml and sitemap.html stay in sync.",Classless is enforced by a test over every page in the manifest.
H6,Pending,Medium,Website,e-code element,Add the e-code element (the one shape this site needs that Compressy lacks): a copyable command block with file/lang/copy attributes and a delegated copy handler.,website/src/elements/e-code.html; website/src/elements/index.ts; website/public/css/site.css; website/test/elements.test.ts,H3,The element renders a mono block with an optional copy button; unknown variants fall back; a fixture test covers it; REGISTRY_VERSION bumped.,Follow the documented 5-step new-element checklist.
H7,Pending,High,Website,Website tests,"Port and extend the test suite: routes (expansion, KV cache behaviour, per-page invalidation, 404s, *.html redirects), elements fixtures, manifest↔public sync, the classless guard, and the text-preload plugin.",website/test/routes.test.ts; website/test/elements.test.ts; website/test/expand.test.ts; website/test/text-preload.ts; website/test/expansion.smoke.test.ts,H5;H6,bun test green; the manifest sync test fails when SLUGS and public/ diverge; the classless test fails on any class= or style= in a published page.,Phase gate for the website.
H8,Pending,Medium,Website,Website hub corpus from D1 via drizzle,"Read the hub corpus through drizzle-orm/d1 against the D1 binding, using the same table definitions as api/src/db/schema.ts, with fallback to public/data/commands.json when D1 is empty or unreachable; keep the KV page cache in front of both sources.",website/src/db/schema.ts; website/src/db/client.ts; website/worker/app.ts,H5,"/hub, /commands/{slug} and /packages/{cli} render identically from D1 and from the JSON fallback; the KV cache still fronts both; an empty D1 degrades to the JSON mirror, never a 500.",Table definitions must match api/src/db/schema.ts exactly; the JSON mirror remains the canonical export (I1/I2) and the offline fallback.
I1,Pending,High,API,API scaffold,"Scaffold api/: package.json (hono, drizzle-orm; wrangler, drizzle-kit, @cloudflare/workers-types, @types/bun), wrangler.jsonc with the D1 binding, drizzle.config.ts (SQLite/D1 dialect), tsconfig, Hono app with /healthz and the error/header middleware, and the export-commands.json endpoint that feeds the website's static corpus.",api/package.json; api/wrangler.jsonc; api/tsconfig.json; api/worker/index.ts,G3,wrangler dev boots; /healthz returns ok; the app runs against a local D1 in dev; drizzle-kit commands run against the local D1.,"Desktop-app phases A–G complete first. Drizzle everywhere: every D1 access goes through drizzle-orm/d1 — no raw D1 prepared statements in routes. Same stack as the website, separate deployable because the desktop app reaches it without a browser and it writes to D1."
I2,Pending,High,API,Drizzle schema + migrations,"Define api/src/db/schema.ts with drizzle sqlite-core tables (packages, hub_commands, hub_command_installs, hub_command_adds, hub_recents, submissions) plus the cli/adds/status indexes, and generate versioned migrations with drizzle-kit (SQLite/D1 dialect) under api/drizzle/.",api/src/db/schema.ts; api/drizzle/**; api/drizzle.config.ts,I1,drizzle-kit migrate applies cleanly to a fresh local D1; the indexes exist; a seeded row round-trips through the API via drizzle queries.,
I3,Pending,High,API,Hub read/write routes,"Implement the hub routes with drizzle queries (eq/and/or/like, count, orderBy, limit/offset): GET /hub/commands (q, package, sort, offset, limit → items/total/counts), GET /hub/commands/:id, GET /hub/packages, POST /hub/commands/:id/add, GET/POST/DELETE /hub/commands/:id/install(s), GET /hub/recents — keyed on an anonymous client id.",api/worker/**,I2,List returns correct totals and per-package counts beyond one page; add and install are idempotent per client id; recents cap at 5.,client_id is an anonymous per-install UUID; there is no account concept in the design. Auth is a v2 item.
I4,Pending,High,API,Submissions + metadata validation,"Implement POST /hub/submissions, GET /hub/submissions/:id (drizzle lookups), and POST /hub/metadata/validate — the latter applying the same acceptance rule the app and publish.html use, plus checking that every {{…}} in the command parses against the registry (30 live + 108 retired + 7 aliases) and returning the exact failing token.",api/worker/**; api/src/validate.ts,I3,A valid submission stores as pending-review; an invalid metadata document is rejected naming the offending token; a token with a truly unknown name is rejected while retired names pass with a retired flag; status is readable by id.,The registry check is authoritative — the client cannot be trusted to perform it.
I5,Pending,Medium,API,Wire the API end to end,"Point settings.hubApiBase at the deployed API, seed the corpus from the website's data file, and verify hub browse, add-to-mine, install and a full publish round trip against the live Worker.",desktop-app/settings.ts; api/**; website/public/data/commands.json,I4;F5;H7;H8,"The desktop app lists live hub commands, adds one to the library, installs a CLI, and publishes a submission that reaches pending-review on the server.",Closes the loop between the two deployables and the app.
EI1,Done,High,Enhanced Inputs library,Fix theme + type loss on clean build,"Make the library's build reproducible: build.mjs currently emits JS only and never copies dist/themes/* or generates dist/index.d.ts, so deleting dist/ destroys six themes and the declared types entry. Add a theme copy step and either generate declarations or move the hand-written file to a tracked src/ location.",enhanced-inputs/build.mjs; enhanced-inputs/package.json; enhanced-inputs/src/themes/**,,"rm -rf dist && node build.mjs produces dist/index.js, dist/inputs/*, dist/themes/*.css AND the types entry; package.json types/files point at files that exist.",Currently dist/index.d.ts and all six themes are unbuildable artifacts referenced by package.json.
EI2,Done,High,Enhanced Inputs library,Unify the event prefix,"Replace the legacy input:* events in the leaf bases (input:error, input:input, input:change, input:validate) with the canonical e:* vocabulary the base class and <e-input> already emit, so one listener hears every component.",enhanced-inputs/src/inputs/e-input-text-base.js; enhanced-inputs/src/inputs/e-input-number-base.js; enhanced-inputs/src/inputs/e-input-radio-base.js; enhanced-inputs/src/inputs/e-input-checkbox.js,,Every component emits e:error/e:input/e:change/e:validate; no input:* strings remain; a listener attached to any component hears the same event names.,The single highest-impact open defect in the library's own audit sheet; the app works around it by using only <e-input>.
EI3,Done,High,Enhanced Inputs library,Provide an ESM entry,"Resolve the packaging contradiction: package.json declares main/module/exports pointing at dist/index.js but build.mjs emits an IIFE with zero export statements and no ""type"": ""module"". Either emit a real ESM build alongside the IIFE, or drop the module/exports claims and document side-effect-only registration.",enhanced-inputs/build.mjs; enhanced-inputs/package.json,EI1,"Importing the package by name has a defined, working behaviour; the declared entry files exist and match the declared format; the .d.ts no longer documents a default export that does not exist.","src/index.js uses export *, which cannot forward export default — so EInput is not importable at all today."
EI4,Done,Medium,Enhanced Inputs library,Dropdown and combobox accessibility,"Add the missing ARIA relationships to the select/combobox/radio/checkbox-group renderers: aria-activedescendant and aria-controls for the listbox, aria-multiselectable where multiple is set, and role=alert on error text where missing.",enhanced-inputs/src/inputs/e-input.js,,Keyboard-only navigation announces the active option; the input is associated with its listbox; a screen reader announces validation errors.,report.csv rows L44/L45/L46 remain open; the app accepts the gap for v1 but the library should fix it.
EI5,Done,Medium,Enhanced Inputs library,Reconcile readme with the code,"Rewrite the readme's incorrect sections: the documented .e-* class contract (real names are .i-*), the 'zero dependencies' claim (six runtime deps), the zod-mini claim (full zod v4), the nonexistent components/e-input.js subpath, the per-type tags presented as components, and the aspirational WCAG claim.",enhanced-inputs/readme.md,,"No documented class name, import path, dependency count or API is contradicted by src/; the two stapled-together halves of the document are merged or the orphaned spec section is removed.","The e-* names come from generated element IDs, not CSS classes — that is the root of the confusion."
EI6,Done,Medium,Enhanced Inputs library,Decide the per-type tag surface,"Resolve the two-component-surfaces problem: the 16 standalone input-* tags are registered and exported but undocumented, undemoed and unstyled by all six themes. Either document and style them as a supported API or mark them deprecated and remove them from the entry point.",enhanced-inputs/src/index.js; enhanced-inputs/src/inputs/*.js; enhanced-inputs/readme.md,EI2,One documented surface exists; the entry point exports only what is supported; no registered tag renders unstyled.,Also unify the divergent option vocabularies (input-radio-option vs e-radio-option) if the standalone tags are kept.
EI7,Done,Low,Enhanced Inputs library,Fix the zod packaging claim,"zod is declared a peerDependency but is statically imported and inlined into dist/ with no esbuild external config, so consumers are asked to install something already bundled. Either mark it external and honour the peer, or drop the peer declaration and document zod as bundled.",enhanced-inputs/build.mjs; enhanced-inputs/package.json,EI1,The declared dependency relationship matches the built artifact; installing the package requires exactly the deps it needs and no others.,
EI8,Done,Medium,Enhanced Inputs library,Add a test suite,"npm test runs jest against zero test files. Add real tests over the parser, validation schemas, event emission and option collection, at minimum covering the regressions logged in sheets/report.csv that are still live.",enhanced-inputs/test/**; enhanced-inputs/package.json,EI2;EI3,npm test runs a non-empty suite; the event-prefix and option-collection behaviours are asserted; the suite fails if those regress.,The app covers its own integration separately; this is the library's own safety net.
J1,Done,High,Design sync,"Port index.html updates (Tool master-detail, vclose, motion)","Port the current design/index.html into the app: replace the old toolGrid card grid with the master-detail tool-layout (left tool-list with per-tool shell icon rows, right tool-detail running the selected command, collapsible preview like Control View); add the vclose control to the vars panel; add the command-view mutual-exclusivity rule (inputs form and terminal never visible together); port the od-rise/od-fade motion language with the prefers-reduced-motion guard; port the tool-shell icon buttons. Tool rows use the J4-vendored icons.",desktop-app/static/app.js; desktop-app/static/templates.js; desktop-app/static/index.html; desktop-app/static/styles.css; design/index.html,E2;J4,"Tool View renders the master-detail layout with icon rows and a working detail run; vclose closes the vars panel; opening vars hides the terminal and running hides vars; motion plays once per reveal and is fully disabled under prefers-reduced-motion; zero console errors in the window.","Replaces the old toolGrid card grid rather than coexisting with it. Per-tool icons come from J4 — land J4 first so rows never render broken images. Observed 2026-09-23: 24/24 browser checks green (master-detail run in detail, vclose, vars/terminal exclusivity, entrance reveals once, reduced-motion disables all). Deviation: the selection moves into the detail panel only in Tool View — the design moves it unconditionally, hiding one card inside the hidden panel in Command/Control View (E3/A9-class design defect, fixed in port)."
J2,Done,High,Design sync,"Hub component per current design (tabs, packages, managers)","Implement the hub component against the current design/hub.html on top of the F1 data layer: Commands/Packages/Package-managers tabs with aria-selected plus arrow-key/Home/End nav and localStorage persistence; palette search with suggest chips and package: gate; cli-rail with per-tool icons and counts; pm-grid cards and pkglist with mgr-cycle switcher, install states, ilog lines, copybtn and cmd-toggle; replace every '(simulated)' string with the real F1 probe states.",desktop-app/static/app.js; desktop-app/static/hub.html; desktop-app/static/styles.css; desktop-app/hub.ts; design/hub.html,F1;J4,"Tabs switch panels with correct tablist semantics and keyboard nav; rail/package: token stay in sync; rails and cards show J4 icons with inline-SVG fallback where the CDN has no slug; install/add update labels and disabled states from the real probe; recents cap at 5; F3 keyboard/recents criteria are demonstrated here — do not build the hub UI twice.","Covers F3's UI scope against the extended design (F3's data/keyboard contract still applies and is observed via this task). Rail icons depend on J4. Static-data scope completed and observed 2026-09-23 per user decision (F1 stays Pending): 23/23 browser checks green — 5 manager cards, 7 featured packages, rail/search/mgr-cycle/toggle/install-gate, tab persistence plus arrow-key nav, zero 404s. Real-probe states, rail counts and recents stay on F1/F3; the '(simulated)' strings remain until then."
J3,Done,Medium,Design sync,"Port command.html updates (shell-cycle, box order)","Port the current design/command.html deltas: the shell-cycle icon button in the Run box header (cycles installed shells with the spin feedback and shell aria-label, persisting per command); the box order with the Run box above the Command box; any remaining run-form drift versus the design's buildRunForm.",desktop-app/static/app.js; desktop-app/static/command.html; desktop-app/static/styles.css; design/command.html,E3,"The Run header shows the shell-cycle button cycling only installed shells; Run renders above Command; file/dir/multi pickers match the design; unknown ?id= still renders the real not-found state; zero console errors.","Observed 2026-09-23: 11/11 browser checks green (Run-above-Command order, cycle switches icon plus aria-label with spin, file/dir/multi pickers fill via bindings, not-found state, zero 404s)."
J4,Done,High,Design sync,Vendor tool icons from thesvg CDN at build time,"Author scripts/vendor-icons.ts (wired into the build:dir chain via deno.json) fetching default.svg per tool from https://cdn.jsdelivr.net/gh/glincker/thesvg@main/public/icons/{{tool}}/default.svg into design/icons/ and desktop-app/static/icons/, and normalize the PM_IMG/PKG_IMG maps in design/hub.html to the local filenames. No runtime CDN (A5 precedent — the desktop embeds its root).",desktop-app/scripts/vendor-icons.ts; desktop-app/deno.json; design/icons/**; desktop-app/static/icons/**; design/hub.html; design/index.html,,"Pinned fetch set lands as local SVGs (verified 2026-09-23: ffmpeg docker npm git bun curl chocolatey nodejs powershell bash ubuntu; sharp only if the fetched file verifies as the correct logo); PM_IMG/PKG_IMG resolve to local files; winget, scoop (403), libvips, imagemagick, ytdlp and jq (all 404) keep the design's inline-SVG fallback — never substitute a wrong logo; hub and index render with zero broken or 404 icons fully offline.","Design is the source of truth: new files land in design/icons/ first, then copy to static/icons/ (same flow as A5). Re-run the fetch check before adding new tools — slugs outside the verified set must prove a 200 + <svg>. Observed 2026-09-23: scripts/vendor-icons.ts plus build:icons green and wired into build:dir/build:msi; 11 pinned SVGs land in design/icons/ and static/icons/ (sharp excluded — slug unconfirmable); hub and index render with zero broken or 404 icons fully offline."
K1,Done,High,Terminal (xterm),Vendor xterm.js + fit addon (no CDN),"Vendor pinned xterm 5.3.0, xterm-addon-fit 0.8.0 and xterm.css into desktop-app/static/vendor/ via a build script wired into the build:dir chain (extend scripts/vendor-inputs.ts or add scripts/vendor-xterm.ts), following the A6 offline-vendoring precedent.",desktop-app/scripts/vendor-xterm.ts; desktop-app/deno.json; desktop-app/static/vendor/xterm.js; desktop-app/static/vendor/xterm.css; desktop-app/static/vendor/xterm-addon-fit.js; desktop-app/static/vendor/fonts/**; desktop-app/static/index.html; desktop-app/static/command.html,,"Pinned files are served locally with 200 from the embedded root; new Terminal() constructs in the window with the fit addon registered; no CDN reference anywhere; a clean clone plus the build task reproduces vendor/ without manual steps.","Versions verified 2026-09-23 via npm (xterm 5.3.0, xterm-addon-fit 0.8.0). UMD builds: xterm/lib/xterm.js + xterm/css/xterm.css. Observed 2026-09-24: scripts/vendor-xterm.ts plus build:xterm green and wired into build:dir/build:msi; xterm 5.3.0 (283KB) + xterm.css + fit 0.8.0 served locally with 200; new Terminal() constructs with FitAddon fitting in the window; no CDN anywhere. Reworked 2026-09-24 per user directive to pure Deno (deno bundle unusable here — its esbuild sidecar cannot execute; npm: URL resolution gives no file paths): scripts/vendor-xterm.ts now fetches the pinned files directly with Deno fetch (same bytes) plus JetBrains Mono 400/700 woff2, zero subprocesses, build:xterm needs only read/write/net."
K2,Done,High,Terminal (xterm),Render run output through xterm,"Replace the term-body div-streaming with a per-run xterm instance: runFlow's getRunProgress poll writes lines via term.write with ANSI mapping (stdout default, stderr red, dim notes, green/blue result classes); preserve Copy/Clear/Hide, the close-guard interaction and the empty-state placeholder; a failed run keeps stderr and the exit code visible; forward terminal keystrokes to the run's stdin (writeRunInput binding, Ctrl+C cancels).",desktop-app/static/app.js; desktop-app/static/templates.js; desktop-app/static/styles.css; desktop-app/runner.ts; desktop-app/bindings.ts; desktop-app/tests/runner_test.ts,K1;D2,"A real run streams into the terminal with stdout/stderr colors; Copy copies the visible buffer; Clear resets; Hide collapses; closing mid-run still prompts (G2 intact); the G1 failed-run criterion (stderr plus exit with terminal open) stays satisfiable; zero console errors.","Observed 2026-09-24: 12/12 browser checks green — per-run fresh instance, stdout/stderr/dim/green streaming, Copy reads scrollback, Clear disposes to placeholder, Hide collapses, failed run keeps red stderr plus exit code open, runActive guard intact. termAppend/termNote kept their signatures with xterm internals; Copy/Clear reworked on the buffer. Interactive 2026-09-24: runner stdin piped plus writeRunInput binding (zod-capped 4096 chars); terminal onData forwards keystrokes with local echo (no PTY) and Ctrl+C cancels; runner tests prove stdin end to end; browser tests prove forward/echo/cancel/idle. No full-screen TUIs (documented, no PTY)."
K3,Done,Medium,Terminal (xterm),"xterm fit, theme and responsive polish","Fit each terminal with FitAddon on open and window resize; theme it to the design terminal palette (bg #0d1117, fg #e6edf3, cursor #e6edf3, 12px mono, tabular numbers); match the current max-height/scrollback behavior across Command, Control and Tool views and the 640px layout; honor prefers-reduced-motion (steady cursor, no blink animation).",desktop-app/static/app.js; desktop-app/static/styles.css,K2,"Terminals fit their boxes without horizontal overflow in all three views; colors and cursor match the design swatches; resize re-fits; reduced-motion yields a steady cursor; verified visually in a real window on desktop and 640px widths.","Observed 2026-09-24: 11/11 browser checks green — exact theme match (bg #0d1117, 12px mono, block cursor, scrollback 1000), zero horizontal overflow on 300-char lines, resize refits cols (155→98), streams in all three views, steady cursor under reduced-motion, detail page mounts. Terminal host fixed at 200px (≈220px max-height parity); fit governs columns. GitHub Dark plus JetBrains Mono 2026-09-24 per user directive: primer/primitives functional-dark ANSI set verbatim (bg #0d1117, fg #f0f6fc, black #2f3742, blue #58a6ff, magenta #be8fff, white #e6edf3 keeps design text tone); JetBrains Mono 400/700 vendored woff2 with @font-face, first in the terminal font stack, refit on fonts.ready; browser asserts exact theme values, loaded font, steady cursor, desktop plus 640px screenshots. Per user request: font bumped 12px to 13px and output padded 8px/10px via .xterm padding (the fit addon subtracts element padding, so columns stay exact) — verified green with screenshot."
L1,Done,High,Design sync,"Index sort control (recent-added, recent-used, name)","Port the design/index.html sort system into the app: add the Sort select (recent-added, recent-used, name A-Z) next to the search box with .sort styles; implement getSort/applySort/getLastUsed/markUsed over localStorage cc-sort and cc-last-used (customs-first-reversed for recent-added using command provenance, last-used timestamps descending for recent-used, locale name order otherwise); call markUsed(id) whenever a run starts; remove the count-click cycleSort affordance and its settings persistence (the count keeps its N saved text).",desktop-app/static/index.html; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2,"The select switches ordering live; running a command moves it to the top under recently-used; the choice and timestamps survive reload; the count badge no longer sorts; zero console errors.","Replaces the app-local name-asc/name-desc count-click sort (cycleSort plus saveSettings sortBy) with the design system. Design source: index.html lines 63-65, 322, 384-390, 414. Observed 2026-09-24 green: select switching, recent-used movement after run, reload persistence, count click inert."
L2,Done,High,Design sync,"Index state chips (needs, locked, saved)","Port the design state chips into the app: add the statechips container to the card template; replace the vbadge inputs badge (app.js badge creation) with an nchip needs button plus locked and saved spans keyed by data-statechip; implement syncPreRun driving chip visibility; status text shows needs/locked/saved/Ready ONLY in Tool View and plain Ready elsewhere; hook chip updates into the lock/unlock/run flows replacing the current saved/needs messaging; port .nchip, button.nchip, .statechips and .tool-detail .statechips CSS; remove vbadge creation.",desktop-app/static/templates.js; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2,"Exactly one of needs/locked/saved shows per command with inputs; clicking needs opens the inputs panel; status stays Ready outside Tool View; lock, unlock and run update the chips; zero console errors.","Design source: index.html lines 105-113, 397-398, 407-408, 431-433. .vbadge CSS stays — the hub still uses it. Observed 2026-09-24 green: needs/locked/saved transitions, once-mode saved chip plus Edit reveal; saved detection uses the occurrence-keyed iid (input.text:hi), matching runCmd storage."
L3,Done,High,Design sync,"Index icon view-switcher, default Tool View, round run buttons","Port the design index header and run controls: shell view-switch with svg icons plus labels in Tool/Command/Control order with Tool default-on; getView default tool; templates cmd-side run/stop become round 32px icon-only buttons (initial glyph, aria-labels kept, vgo stays wide Run Command); runFlow sets running glyph for .cmd-side buttons only and keeps Cancel-label text elsewhere so the detail page wide buttons are unchanged, with origText restore covering the end states; port the 12px view-switch and round-button CSS.",desktop-app/static/index.html; desktop-app/static/templates.js; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2,"The app opens in Tool View; the switcher shows icons with pressed states; side buttons are round icon-only cycling run/stop/rerun glyphs; the detail page run button is unchanged; zero console errors.","Design source: index.html lines 66-71, 97-101, 320, 378, 394-398, 412-423, 437. App run button texts live in runFlow (running/restore) — scope the glyph swap with a closest(.cmd-side) check. Observed 2026-09-24 green: fresh profiles open in Tool View, switcher icons, round 32px buttons cycling ▶/■/↻, detail wide button untouched."
L4,Done,Medium,Design sync,Index tool-row markup and CSS alignment,"Align Tool View rows with the design: remove the tag pill from paintTool rows (design rows show name plus go arrow only); port the spacing rules (48px min-height, gaps, padding, pick-text gap, go alignment, name line-height) and the .tool-detail .cmd:hover rule.",desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,J1,"Rows match design spacing with no tag pill; selection, detail hosting and shell buttons still work; zero console errors.","Design source: index.html lines 259-283. Follow-up to J1, which added a tag pill the design does not have. Observed 2026-09-24 green."
L5,Done,High,Design sync,Hub icon maps re-normalization,"Re-normalize the design hub icon maps (reverted since J4): point PKG_IMG ffmpeg and git back at the vendored pkg-ffmpeg.svg and pkg-git.svg (curl is already .svg) and drop the libvips, imagemagick, ytdlp and jq entries so pkgIcon falls back to the inline box SVG; verify the PM_IMG entries resolve to vendored files; leave the never-referenced nodejs, sharp and docker entries untouched.",design/hub.html; design/icons/**,J4,"Every referenced map entry resolves to a vendored local file; the packages and managers panels render with zero broken or 404 icons fully offline; missing slugs keep the inline fallback, never a wrong logo.","Regression: design/hub.html PKG_IMG (line ~1213) reverted the J4 normalization to .ico/.png names. static/app.js maps are already normalized — no app change needed."
L6,Done,Medium,Design sync,Hub packages rail removal and panel parity,"Match the design packages panel: the manager rail is gone — remove the pkgrail container from static/hub.html and paintPkgRail, mgrList, activeMgr plus the manager gate in the packages filter and rail refs in clear, Escape and init from static/app.js (per-card mgr-cycle switching stays); reorder shell tabs to commands, packages, managers; keep the single pkgsuggest binding (the design binds it twice — do not port the duplicate); confirm pm-grid, suggest, resultline and motion rules already match.",desktop-app/static/hub.html; desktop-app/static/app.js; desktop-app/static/styles.css; design/hub.html,J2,"No rail UI or JS remains; search, suggest and Escape filter packages; tabs match design order with working keyboard nav; zero console errors.","Design source: hub.html lines 1042-1064, 1273, 1331-1340. Verified dead CSS (pm-head, pkg-head, pm-title, pkg-title, install-line-label, cmdline-row, copybtn, mgrpick, picklbl — 0 JS refs) is explicitly not ported. Observed 2026-09-24: rail fully excised (UI plus paintPkgRail/mgrList/activeMgr), tab order corrected, search/suggest/Escape green."
L7,Pending,Low,Design sync,Hub command-card CLI icons (cliIcon),"Add the cliIcon plus CLI_ICON map and the hub .cmd-icon CSS for hub command cards; wire it into the F3 commands paint alongside the .cmd-main mark and .meta mark rules for search highlight.",desktop-app/static/app.js; desktop-app/static/styles.css; design/hub.html,F3,"Hub command cards show per-CLI images with inline-SVG fallback; highlighted terms use mark styling; zero console errors.","Design source: hub.html lines 654-683, 1114-1124. The commands list data itself stays F1/F3 — no demo-data port. Partial 2026-09-24: cliIcon plus CLI_ICON map and hub .cmd-icon CSS landed (mark rules were already ported); wiring into the commands paint waits on F3, so this stays Pending."
M1,Done,Medium,Design sync,Control-view live preview refresh,"Port the design index live-preview refresh into the app: when any input inside #list changes in Control View, repaint that card's preview cmdline from the current getter values (read-only collect, no validation side effects); default empty vars-h text to Inputs; add delegated input/change listeners on #list plus a MutationObserver for vars-h, all gated to Control View.",desktop-app/static/app.js; design/index.html,E2,"Typing in a Control View input repaints that card's preview cmdline live with current values; empty vars-h shows Inputs; other views unaffected; zero console errors.","Design source: index.html lines 445-448. App getters (card._ccGetters with kind/el/numEl/keyEl/valEl/hexEl) replace the design's DOM scraping since inputs are e-input descriptors. Observed 2026-09-25 green: typing repaints control preview live, empty vars-h defaults to Inputs, command view untouched; listens to input/change plus e:input/e:change for shadow-DOM upgrades."
M2,Done,Low,Design sync,Hub ICONS map completion,"Copy the 9 referenced-but-missing ICONS entries (video, image, branch, globe, download, json, js, container, layers) from design/hub.html into the app hub ICONS map so every CLI_ICON value and pkgIcon fallback resolves to a real inline SVG.",desktop-app/static/app.js; design/hub.html,J2,"Docker and other imageless CLIs resolve to their container/box SVGs instead of the generic box; copy and check keys stay omitted (0 JS refs in design); PKG_ICON stays untouched (dead map, definition-only); zero console errors.","Design ICONS lines ~1190-1200; app map currently 6/17 keys. Verified via ref-count: copy/check have definition-only refs, PKG_ICON likewise. Observed 2026-09-25: app map 15 keys, docker resolves to container SVG, every CLI_ICON value resolves, copy/check omitted; hub suite still green."
P1,Pending,High,Packages corpus,Normalized packages schema + migrations,"Define api/src/db/schema.ts packages table replacing the I2 stub: grain one row per (source, external_id) with source in winget/scoop/npm-curated, slug, name, website, favicon_url derived as website origin plus /favicon.ico (null when no website), description, install_commands JSON-text map, category, tags JSON-text array, metadata JSON-text holding version/license/repo/publisher/homepage/externalId/sourceUrl, updated_at; unique index on (source, external_id) plus indexes on slug and category; shared zod row schema and pure normalize builders in api/src/packages/normalize.ts with fixtures in api/test/normalize.test.ts. Generate versioned drizzle-kit migrations under api/drizzle/.",api/src/db/schema.ts; api/src/packages/normalize.ts; api/test/normalize.test.ts; api/drizzle/**; api/drizzle.config.ts,I2,bun test green on the normalize fixtures; drizzle-kit migrate applies cleanly to a fresh local D1; one hand-built row per source round-trips through drizzle with install_commands parsing back to a map.,Supersedes the I2 packages stub (I2 keeps hub_commands, installs, adds, recents, submissions). No cross-source dedupe here — queries group by normalized name in a later task. Drizzle everywhere: no raw D1 statements.
P2,Pending,High,Packages corpus,Winget catalog scraper,"Author api/scripts/scrape-winget.ts on Bun: reuse a local microsoft/winget-pkgs checkout (sparse manifests path, plus --limit and --dest flags), parse installer plus version plus locale YAML manifests per PackageIdentifier, normalize through the P1 builders (name, publisher folded into metadata, description, homepage folded into website, license, latest version, tags, install line winget install --id <id> -e with silent and agreement flags), validate every row with the P1 zod schema, emit JSONL to api/data/raw/winget.jsonl with a summary count. Adds yaml to api/package.json. npm and choco out of scope.",api/scripts/scrape-winget.ts; api/package.json; api/data/raw/winget.jsonl,P1,A --limit 50 run writes at least 50 valid rows and prints the count; pinned ids Gyan.FFmpeg and Git.Git carry exact install lines plus website and version; rerunning over the same checkout is byte-identical.,Document the sparse-checkout command in the script header; the full repo is large so CI uses --limit. Desktop installs reuse these lines verbatim (N1).
P3,Pending,High,Packages corpus,Scoop buckets scraper,"Author api/scripts/scrape-scoop.ts on Bun: reuse a local ScoopInstaller/Main checkout (Extras bucket behind a flag, plus --limit and --dest flags), parse each bucket JSON manifest, normalize through the P1 builders (name, homepage folded into website, description, license, version, install line scoop install <name>, bucket name folded into category, checkver and bin hints folded into metadata), validate every row with the P1 zod schema, emit JSONL to api/data/raw/scoop.jsonl with a summary count. Winget and npm out of scope.",api/scripts/scrape-scoop.ts; api/data/raw/scoop.jsonl,P1,"A --limit 50 run writes at least 50 valid rows; pinned manifests ffmpeg, git and curl yield exact scoop install lines plus website and version; rerunning over the same checkout is byte-identical.",Buckets are plain git repos so refresh is git pull plus rerun; no rate-limit handling needed.
P4,Pending,High,Packages corpus,Curated npm page scraper (bun-only installs),"Author api/scripts/scrape-npm.ts on Bun plus the api/data/npm-curated.json seed list: for each listed name fetch the https://www.npmjs.com/package/<name> page and the https://registry.npmjs.org/<name> API document, merge them (page wins for homepage and readme links, registry wins for version, license, repo and keywords), normalize through the P1 builders with install_commands holding exactly one bun key (bun add -g <name>, never an npm key), validate with the P1 zod schema, cache raw payloads under api/data/raw/npm/ and emit JSONL to api/data/raw/npm.jsonl. A full-npm crawl is explicitly out of scope — only listed names are fetched.",api/scripts/scrape-npm.ts; api/data/npm-curated.json; api/data/raw/npm.jsonl,P1,Scraping svgo yields one valid row whose install map holds exactly the bun key and no npm key, with website, repo, license and version populated; an unknown name exits non-zero with a loud error; appending a name to the curated list and rerunning adds exactly one row.,npm-sourced rows install via bun only — matches the desktop N1/N2 bun-only rule. Registry API is primary for structured fields; the page scrape covers display and homepage gaps.
P5,Pending,High,Packages corpus,Package import pipeline + snapshot export,"Author api/scripts/import-packages.ts on Bun: read the winget, scoop and npm JSONL snapshots in that order, re-validate every row with the P1 zod schema, idempotent-upsert into the packages table by (source, external_id) in small batches (around 100 rows per batch for D1 limits) printing inserted, updated and skipped counts, then write the website/public/data/packages.json snapshot export feeding the H8 fallback.",api/scripts/import-packages.ts; website/public/data/packages.json,P2;P3;P4,Importing the three --limit 50 snapshots creates about 150 rows; an immediate rerun changes zero rows and reports zero inserted; the snapshot file parses and every entry validates against the P1 schema.,Full-catalog refresh stays a manual documented command, never a deploy hook. Matches the plan rule that the JSON mirror is the canonical export and offline fallback.
